17:04:10.445 | ff | 0000 | f2 e2 19 0d 58 32 e6 b3 7b c6 6d 93 c2 7d e7 8d dd 56 22 c7 a8 ca 85 a2 52 5f 4f ec be 7a 1f 57 29 74 b9 29 0e f1 07 36 46 6d 5e 0b 74 18 03 6d a0 e4 ee 02 22 dc cd 4d c2 b7 4c e0 1d ad 94 cc 4b 89 11 5d be 00 79 04 6d 41 0a 95 32 cd 13 b2 71 89 b5 87 fb 11 eb b9 32 50 c8 98 6d 4e 00 9c 9e 48 aa 0f 32 06 44 07 38 69 f8 97 c6 44 1d 46 98 6c 01 c0 fb 13 e7 cc e9 51 5a 7f 77 04 6c ac 6b da 0f a9 b0 a8 71 65 ef 0e b0 7b f6 24 28 10 5d b7 59 14 e9 87 c6 70 31 e3 5b f9 ff 78 df ea f9 67 bc 91 81 9a 07 48 d9 57 bb af 8b 15 45 f8 08 8f 46 eb 8f 18 94 8c 50 2e 82 71 d2 51 61 38 92 16 46 31 ed 77 0e 57 3f 6d a0 85 4d c1 72 e6 e0 1e 4f ae b3 6c 57 07 8f 59 47 4e b5 38 fa 80 7c 0f 30 ef 3b eb 8f 3a 69 77 e7 7b 03 cd ba c2 2e 8c fc c3 1e 2b 17 cb 36 8d 32 f9 71  | -100 CRC error
17:04:10.493 | ff | 0001 | f2 e2 59 0d 58 32 e6 b3 7b c6 6d 93 c2 79 e7 8d dc 56 22 c7 a8 ca 85 a3 52 5f 4f ec be 7a 1f 57 29 74 b9 29 0e f1 07 36 46 6d 5e 0b 74 18 03 6d a0 e4 ee 02 22 dc cd 4d d2 b7 4c e0 1d ad 94 cc 4b 89 11 4d be 00 79 04 6d 41 0a d5 3a ed 13 37 8b 89 b5 95 fa d1 9f 83 12 10 c8 92 65 4f 87 cc 7a 44 af 0f 32 04 1d 07 39 69 3a 95 c2 4c 5c c6 98 6c 01 c0 fb 13 e6 cc e9 51 4a 7e 76 04 6c ae 6b da 0b a9 30 ac 71 25 ef 0e b0 7b f6 24 2c 10 5d b7 59 14 e9 87 c2 71 31 e3 5b f8 ff 78 df ea e9 67 bc 91 81 9a 07 48 d9 57 bb 87 ab d7 45 f8 08 8f 46 ef 8f 18 94 ac 50 ee 82 51 da 51 61 78 92 14 46 35 ed 77 8e 5f 3f 6d a0 85 4d c9 72 e6 e0 1f 4f 8e b3 6c 57 07 0f 59 47 0e b5 3c fa c1 7c 0f 30 ef 3b eb 8f 3a 69 77 e7 7b 03 cd ba c2 2e 84 fc c3 1e 2b 17 cb 36 8d 32 f9 71  | -104 CRC error
17:04:10.493 | ff | 0002 | f2 e2 19 0d 58 33 e6 b3 7b c6 6d 93 c2 7d ef 8d dd 56 22 c7 a8 ca 85 92 52 5f 4f ec be 7a 1f 57 29 74 b9 29 0e f1 47 b6 46 6d 5e 0f 74 18 03 6d a0 e4 ee 02 22 dc cd 4d c2 b3 4c e0 1d ad 94 cc 4b 89 11 5d be 00 79 04 6f 41 0a 95 22 cd 13 b2 71 89 b5 87 fb 11 eb b9 72 50 c8 98 6d 4e 00 9c 9e 48 aa 0f 32 06 44 07 38 69 f8 97 c6 44 1d 46 98 6c 01 c0 fb 13 e6 cc e9 51 4a 7e 76 04 6c ae 6b da 0b a9 30 ac 71 25 ef 0e b0 7b f6 24 2c 10 5d b7 59 14 e9 87 c6 70 31 e3 5b f9 ff 78 df ea f9 67 bc 91 81 9a 07 48 d9 57 bb a7 8b 15 45 f8 08 8f 46 eb 8f 18 94 8c 50 2e 82 71 d2 53 61 38 92 16 46 31 ed 77 0e 57 3f 6d a0 85 4d c1 72 e6 e0 1e 4f ae b3 6c 57 07 8f 59 47 4e b5 38 fa 80 7c 0f 30 af 3b eb 8f 3a 69 77 e7 7b 23 cd ba c2 2e 8c fc c3 1e 2b 17 cb 36 8d 32 f9 71  | -102 CRC error
17:04:10.540 | ff | 0259 | f2 e2 19 0d 58 32 e6 b3 7b c6 6d 93 c2 7d e7 8d dd 56 22 c7 a8 ca 85 a2 52 5f 4f ec be 7a 1f 57 29 74 b9 29 0e f1 07 36 46 6d 5e 0b 74 18 03 6d a0 e4 ae 02 22 dc cd 4d c2 b7 4c e0 1d ad 94 cc 4b 89 11 5d be 00 69 04 6d 41 0a 95 32 cd 13 b2 71 89 b5 87 fb 11 eb b9 32 50 c8 98 6d 4e 00 9c 9e 48 aa 0f 3e 06 44 07 38 69 f8 97 c6 44 1d 46 98 6d 01 c0 fb 13 e6 cc e9 51 4a 7e 76 04 6c ae 6b da 0b a9 30 ac 70 25 ef 0e b0 7b f6 24 2c 18 5d b7 59 14 e9 87 c2 70 31 a3 5b f9 ff 78 df ea f9 e7 bc 95 81 9a 07 48 d9 57 bb a7 8b 15 45 f8 0c 8f 46 eb 8f 18 94 8c 50 2e 82 71 d0 51 71 38 92 12 46 31 ed 77 0e 57 3f 6d a0 85 4d c1 72 a6 e0 1f 4f ae b3 6c 57 07 8f d9 47 4e b5 38 fa 80 7c 0f 30 ef 3b eb 8f 3a 69 77 e7 7b 03 cd ba c2 2e 8c fc c3 1e 2b 17 cb 36 8d 32 f9 71  | -103 CRC error
17:04:10.540 | ff | 0004 | f2 e2 09 0d 58 32 e6 b3 7b c6 6d 93 c2 7d e7 0d dd 56 a2 c7 a8 ca c5 a2 52 5f 4f ec be 7a 1f 57 29 74 bb 29 0e f1 07 36 46 6d 5e 0b 74 18 03 6f a0 e4 ee 22 22 dc 8d 4d ca b7 4c e0 1d ad 94 cc 4b 89 11 5d be 00 79 04 6d 41 0a 95 32 cd 13 b2 71 89 a5 87 f3 10 ef b8 32 50 c8 98 6d 4e 00 9c 9e 48 ae 0f 32 06 44 07 38 69 f8 97 c6 44 1d 06 98 6c 01 c0 fb 13 e6 cc e9 51 4a 7e 76 04 6c ae 6b da 0b a9 30 ac 71 25 ef 0e b0 7b f6 24 2c 10 5d b7 59 14 e9 87 c6 70 31 e3 5b f9 ff 78 df ea f9 67 bc 91 81 9a 07 48 d9 57 bb a7 8b 15 45 f8 08 8f 46 eb 8f 18 94 8c 50 2e 82 71 d2 51 61 38 92 16 46 b1 e9 77 0e 57 3f 6d a0 84 3d c1 72 e6 e0 0e 4f ae b3 6c 77 57 8f 59 47 4d b5 38 fa 80 fc 0f 30 e7 3b eb 9f 3a 69 77 e7 7b 03 cd ba c2 2e 8c fc c3 1e 2b 17 cb 36 8d 32 f9 71  | -102 CRC error
17:04:10.587 | ff | 0005 | f2 e2 19 0d 58 32 e6 b3 7b c6 6d 93 c2 7d e7 8d dd 56 22 c7 e8 7a 85 82 72 58 cf a8 5b 5a 1e 32 63 5f ff d9 fc 5c 94 aa 07 e6 17 0e 54 28 07 8d a8 06 06 4a 44 9c ed 49 ea c3 9e c9 7f 8d 1c ca 5b 81 11 5d be 00 79 04 6d 41 0a 95 32 cd 13 b2 71 89 b5 87 fb 11 eb b9 32 50 c8 98 6d 4e 00 9c 9e 48 aa 0f 32 06 44 07 38 69 f8 97 c6 44 1d 66 98 6c 01 c0 fb 13 e6 cc e9 51 4a 7e 76 04 6c ae 6b da 0b a9 30 ac 71 25 ef 0e b0 3b f6 24 2c 10 5d b7 59 14 e9 87 c6 70 31 e3 5b f9 ff 78 cf ea 79 e7 7c 00 01 99 29 48 d8 57 f3 97 8b 13 45 fa 0c 83 46 ab 8e 59 94 8e 50 6c 94 71 dd 77 25 19 62 2e ce 35 ed 77 4e 57 3f 6d a0 85 4d c1 72 e6 e0 1e 4f ae b3 6c 57 07 8f 59 47 4e b5 38 fa 80 7c 0f 30 ef 3b eb 8e 3a 69 77 e7 7b 03 cd ba c2 2e 8c fc c3 1e 2b 17 cb 36 8d 32 f9 71  | -104 CRC error
17:04:10.634 | ff | 0006 | f2 e2 19 0d 58 32 e6 b3 7b c6 6d 93 c2 7d e7 8d dd 56 22 c7 aa ca 85 a2 72 57 4f ee be 7a 17 57 29 74 b9 29 0e f3 07 36 46 61 5e 0b 74 d8 03 6d a0 e4 ee 02 22 5c cd 4d c2 b7 0c e1 1d ad a4 cc 4b 89 11 59 be 48 79 04 69 41 0a 95 32 cd 13 b2 71 89 b5 87 fb 11 eb b9 32 50 c8 98 6d 4e 00 9c 9e 48 aa 0f 32 06 44 07 38 69 f8 97 c6 44 1d 46 98 6c 01 c0 fb 13 e6 cc e9 51 4a 7e 76 04 6c ae 6b da 0b a9 30 ac 71 25 ef 0e b0 7b f6 24 2c 10 5d b7 59 14 e9 87 c6 70 31 e3 5b e9 ff 78 df ea f9 67 bc 91 91 9a 07 48 d9 57 bb a7 8b 15 45 f8 08 8f 46 eb 8f 18 94 8c 50 2e 82 71 d2 51 61 38 92 16 46 31 ed 77 0e 57 3f 6d a0 85 4d c1 72 e6 e0 1e 4f ae b3 6c 57 07 8f 59 47 4e b5 38 fa 80 7c 1f 30 ef 3b eb 8f 3e 69 77 e7 7b 03 cd ba c2 3e 8c fc c3 1e 2b 17 cb 26 8d 32 fd 71  | -105 CRC error
17:04:10.734 | ff | 0007 | f2 e2 59 0d 58 32 e6 b3 7b c6 6d 93 c2 7d 67 8d dd 56 22 c7 a8 ca 85 a2 52 5f 4f ec be 7a 1f 57 29 74 b9 29 0e f1 07 36 46 6d 5e 0b 74 18 83 6d a0 e4 ce 02 22 dc cd 4d c2 b7 4c e0 1d ad 94 cc 4b 89 31 dd 3e 00 79 04 6d 41 0a 95 32 cd 13 b2 71 89 b5 87 fb 11 eb b9 32 50 c8 98 6d 4e 00 9c 9e 48 aa 0f 32 06 44 07 38 69 f8 97 86 44 1d 46 98 6c 01 c0 fb 13 e6 cc e9 d1 4a 7e 76 04 6c ae 6b da 0b a9 b0 ac 75 25 ef 0e b0 7b f6 24 24 10 5d b3 59 14 e9 87 c6 60 b1 e3 5b f9 ff 78 df ea f9 67 bc 91 81 9a 07 48 d9 57 bb a7 8b 15 45 f8 08 8f 46 eb 8f 18 94 8c 50 2e 8a 71 d2 51 61 38 92 16 46 31 ed 77 0e 57 3f 6d a0 85 4d c1 72 e6 e0 1e 4f ae b3 6c 57 07 8f 59 44 ce b5 a8 fa 80 7c 0f 70 6f 39 ea 9f 1a e9 77 e7 7b 03 c5 9a 82 2e 8c fc c3 1e 2b 17 db 36 85 32 81 71  | -103 CRC error
17:04:10.734 | ff | 0009 | f2 e2 19 0d 58 32 e6 b3 7b c6 6d 93 c2 7d e7 8d dd 56 22 47 a8 ca 85 a2 52 5f 4f ec be 7a 1f 57 29 74 b9 29 0e f1 07 36 46 6d 5e 0b 74 08 03 6d a0 e0 ee 02 22 dc cd 4d c2 b5 4c e0 1d ad 94 cc 4b 89 11 5d be 00 79 04 6d 41 0a 95 32 cd 11 b2 71 89 b5 87 fb 11 eb b9 36 50 c8 98 6d 4e 00 9c 9e 48 aa 0f 32 06 44 06 a1 50 7c 80 c6 45 ec ae 1c 28 51 44 db 16 0a cd 49 c1 73 8c 59 1c 8f 2e 69 2a 0b a9 06 b4 71 65 56 1e 50 17 95 14 e8 50 9d c4 61 51 7e c5 c6 70 31 e3 5b f9 ff 78 df ea f9 67 bc 91 81 9a 07 48 d9 57 bb a7 8b 15 45 f8 08 8f 46 eb 8f 18 94 8c 50 2e 82 71 d2 51 61 38 92 9e 46 31 ed 77 0e 53 3f 6d a0 85 4d c1 72 e6 e0 1e 4f ae b3 6c 57 07 8f 59 47 4e b5 38 fa 80 7c 0f 30 ef 3b eb 8f 3a 69 77 e7 7b 03 cd ba c2 2f 8c 75 c3 3e 2b 04 4c 16 8d 3e fd f1  | -105 CRC error
17:04:10.734 | ff | 0011 | f2 e2 19 0d 58 32 e6 b3 7b ce 65 93 c2 7d e7 8d dd 16 22 c7 a8 ca 85 a2 52 5f 4f ec be 7a 1f 57 29 74 b9 29 0e f1 07 36 46 6d 5e 0b 74 18 03 6d a0 ec ee 02 22 dc cd 4d c2 b7 4c e0 1d ad 94 cc 4b 89 11 5d be 00 79 04 6d 41 0a 95 32 cd 13 b2 71 89 b5 87 fb 11 eb b9 32 50 c8 98 6d 4e 00 9c 9e 48 aa 0f 32 06 44 07 00 69 f8 97 c6 44 1d 46 98 6c 01 c0 fb 13 e6 cc e9 51 4a 7e 76 04 6c ae 6b da 2b a9 30 ac 71 25 ef 0e b0 7b f6 24 2c 10 5d 97 59 14 e9 87 c6 70 31 e3 5b f9 ff 78 df ea f9 67 bc 91 81 9a 07 48 f9 57 bb a7 8b 15 45 f8 08 8f 46 eb 8f 18 94 8c 50 2e 82 71 d2 51 61 38 92 16 46 35 ed 77 0e 77 3b 6d a1 85 4d c1 72 e6 e0 1e 4f ae b3 6c 57 07 8f 59 47 4e b5 39 fa a0 7c 0f 10 ef 1a eb 8f 1a 69 77 e7 7b 03 cd ba c2 3e 8c fc c3 1e 2b 17 cb 36 8d 32 f9 71  | -103 CRC error
17:04:10.777 | ff | 0012 | f0 e2 19 0d 58 32 c6 b3 7b c6 6d 93 c2 7d 67 8d dd 42 22 c7 a8 ca 85 a2 52 5f 4f ec be 7a 1f 57 29 74 b9 29 0e f1 07 36 46 6d 56 0b 74 18 03 6d a0 e4 ee 02 22 dc cd 4d c2 b7 4c e0 1d ad b4 cc 4b 89 11 5d be 00 79 04 6d 41 0a 95 32 cd 13 b2 71 89 b5 87 fb 11 eb bd 30 50 c8 98 7d 4e 00 9c 9e 48 aa 0f 32 06 44 87 38 e9 f8 97 c6 44 1f 46 98 6c 01 c0 fb 13 e6 cc e8 51 4a 7e 76 04 6c ae 6b da 0b a9 30 ac 71 25 ef 0e b0 7b f6 24 2c 10 5d b7 59 14 e9 87 c6 70 31 e3 5b f9 ff 78 df ea f9 67 bc 91 81 98 07 48 d9 57 bb a7 8b 15 45 f8 08 8e 46 eb 8f 18 94 8c 50 2e 82 71 d2 51 61 38 92 16 46 31 ed 77 0e 57 3f 6d a0 85 4d c1 7a e6 e0 1e 4f ae 33 6c 57 07 8f 59 47 4e b5 38 fa 80 7c 0f 30 ef 3b eb 8f 3a 69 77 e7 7b 03 cd ba c2 2e 8c fc c3 1e 2b 17 cb 36 8d 32 f9 31  | -103 CRC error
